topic,subtopic,content
Bradikardia,Faktor risiko bradikardia,"Selain beberapa kondisi di atas, ada faktor-faktorÂ  yang bisa meningkatkan risiko terjadinya kondisi ini, antara lain:
- Berusia lanjut
- Menderita tekanan darah tinggi (hipertensi)
- Mengonsumsi minuman beralkohol secara berlebihan
- Memiliki kebiasaan merokok
- Menyalahgunakan NAPZA
- Mengalami stres atau gangguan kecemasan
"
Bradikardia,Gejala Bradikardia,"Selain detak jantung yang melambat, bradikardia umumnya tidak menimbulkan gejala lain. Namun, jika sering terjadi atau disertai dengan aritmia, detak jantung yang lambat akan menimbulkan gangguan pada organ-organ akibat pasokan darah yang berkurang.
Ketika pasokan darah seluruh tubuh terganggu, gejala yang dapat muncul adalah:
- Pusing atau sakit kepala
- Mudah lelah ketika beraktivitas
- Lemas
- Sesak napas
- Nyeri dada
- Jantung berdebar
- Sulit berkonsentrasi
- Linglung
- Pingsan
"
Bradikardia,Gejala Bradikardia: Kapan harus ke dokter,"Segera lakukan pemeriksaan ke dokter bila mengalami gejala di atas. Pemeriksaan dan penanganan lebih awal perlu dilakukan agar komplikasi akibat bradikardia bisa dicegah.
Penanganan oleh tenaga medis di IGD rumah sakit perlu segera dilakukan bila bradikardia tidak kunjung mereda dan timbul keluhan yang lebih parah, seperti:
- Nyeri dada
- Sulit bernapas
- Kulit menjadi pucat atau kebiruan (sianosis)
- Penglihatan kabur
- Linglung
- Pingsan
"
Bradikardia,Diagnosis Bradikardia,"Untuk mendiagnosis bradikardia, dokter akan bertanya seputar gejala yang muncul, riwayat penyakit dan obat-obatan yang dikonsumsi pasien. Setelah itu, dokter akan melakukan pemeriksaan fisik, termasuk mengukur tekanan darah dan denyut nadi serta mendengarkan detak jantung pasien menggunakan stetoskop.
Untuk memastikan diagnosis, dokter akan melakukan pemeriksaan penunjang berikut:
- Elektrokardiografi (EKG), untuk mengetahui aliran listrik pada jantung. Namun, EKG bisa menunjukkan hasil yang normal jika pada saat pemeriksaan pasien tidak mengalami bradikardia.
- Holter monitoring, untuk mendeteksi bradikardia yang mungkin terjadi di lain waktu. Alat ini dapat merekam aktivitas listrik pada jantung secara terus-menerus selama 1â2 hari.
- Event recorder, untuk melihat aliran listrik pada jantung melalui monitor di alat tersebut. Event recorder akan merekam aktivitas listrik jantung ketika muncul gejala. Alat ini umumnya digunakan selama beberapa minggu hingga 1 bulan.
"
Bradikardia,Pengobatan Bradikardia,"Pengobatan bradikardia akan disesuaikan dengan tingkat keparahannya dan penyebabnya. Sebagai contoh, jika penyebabnya adalah hipotiroidisme, dokter akan memberikan terapi yang sesuai untuk mengobati kondisi tersebut.
Sementara pada bradikardia yang disebabkan oleh penggunaan obat-obatan, dokter akan menurunkan dosis obat, mengganti jenis obat, atau menghentikan pengobatan.
Jika metode di atas tidak menunjukkan perbaikan atau kondisi pasien memburuk, dokter mungkin akan menyarankan penggunaan alat pacu jantung. Alat ini ditanam di dalam dada sebagai pengirim sinyal listrik ke jantung. Dengan begitu, detak jantung dapat kembali normal.
"
Bradikardia,Komplikasi Bradikardia,"Bradikardia yang parah dan tidak tertangani dapat menyebabkan komplikasi berupa:
- Sering pingsan
- Hipotensi
- Hipertensi
- Gagal jantung
- Henti jantung mendadak
"
Bradikardia,Pencegahan Bradikardia,"Bradikardia tidak selalu bisa dicegah. Namun, ada beberapa upaya yang dapat dilakukan untuk menurunkan risiko terkena bradikardia, yaitu:
- Mengonsumsi makanan bergizi seimbang, serta rendah garam dan gula
- Tidak merokok atau menghentikan kebiasaan merokok
- Menghindari penggunaan NAPZA
- Tidak mengonsumsi minuman beralkohol
- Menjaga berat badan ideal

- Berolahraga secara rutin
- Mengelola stres dengan baik
Selain cara-cara di atas, lakukan pemeriksaan tekanan darah, kolesterol, dan kadar gula darah secara berkala ke dokter.
"
Miokarditis,Pengertian Miokarditis,"Miokarditis adalah peradangan yang terjadi pada miokardium atau otot jantung. Peradangan ini umumnya disebabkan oleh infeksi bakteri atau virus. Namun, pada beberapa kasus, miokarditis juga dapat terjadi akibat paparan zat berbahaya atau penggunaan obat-obatan tertentu.
Miokardium adalah otot jantung yang berperan memompa darah dari jantung ke seluruh tubuh. Peradangan pada otot jantung dapat menyebabkan gangguan irama jantung dan menurunkan kemampuan jantung dalam memompa darah.Â

Miokarditis ditandai dengan nyeri dada, sesak napas, dan jantung berdebar. Pada kasus yang ringan, miokarditis bisa sembuh dengan perawatan sederhana, serta tidak menyebabkan komplikasi. Namun, jika tidak tertangani dengan benar, miokarditis bisa menyebabkan komplikasi serius, seperti gangguan irama jantung, gagal jantung, dan serangan jantung.
"
Miokarditis,Pengertian Miokarditis,"Miokardium adalah otot jantung yang berperan memompa darah dari jantung ke seluruh tubuh. Peradangan pada otot jantung dapat menyebabkan gangguan irama jantung dan menurunkan kemampuan jantung dalam memompa darah.Â

Miokarditis ditandai dengan nyeri dada, sesak napas, dan jantung berdebar. Pada kasus yang ringan, miokarditis bisa sembuh dengan perawatan sederhana, serta tidak menyebabkan komplikasi. Namun, jika tidak tertangani dengan benar, miokarditis bisa menyebabkan komplikasi serius, seperti gangguan irama jantung, gagal jantung, dan serangan jantung.
"
Miokarditis,Penyebab Miokarditis,"Penyebab miokarditis bisa saja tidak diketahui. Namun, kondisi ini umumnya disebabkan oleh infeksi. Meski jarang, miokarditis juga dapat terjadi akibat penggunaan obat-obat tertentu, atau penyakit lain yang bisa memicu terjadinya radang otot jantung.
Berikut ini adalah contoh penyebab miokarditis:
"
Miokarditis,Penyebab Miokarditis: 1. Infeksi virus,"Penyebab miokarditis yang paling umum adalah infeksi virus. Beberapa jenis virus tersebut adalah:
- Coronavirus atau SARS-CoV-2 (COVID-19)

- AdenovirusÂ 
- Hepatitis C
- Virus Herpes simplex
- Virus Epstein Barr (penyebab mononukleosis)

- Echovirus (penyebab infeksi saluran cerna)
- Rubella
- HIV
"
Miokarditis,Penyebab Miokarditis: 2. Infeksi bakteri,"Selain akibat infeksi virus, miokarditis juga bisa terjadi karena infeksi bakteri. Jenis bakteri yang dapat menyebabkan miokarditis di antaranya:
- Staphylococcus (penyebab impetigo dan MRSA)

- Streptococcus

- Corynebacterium diphtheriae (penyebab difteri)

- Clostridia

- Meningococci
- MycoplasmaÂ 
"
Miokarditis,Penyebab Miokarditis: 3. Infeksi parasit,"Parasit merupakan mikroorganisme yang menggantungkan hidup dari organisme lain. Parasit juga dapat menyebabkan miokarditis. Jenis parasit yang bisa mengakibatkan radang otong jantung ini adalah tripanosoma dan toksoplasma.
"
Miokarditis,Penyebab Miokarditis: 4. Infeksi jamur,"Jenis jamur yang bisa menyebabkan miokarditis adalah golongan Candida, Aspergillus, atau Histoplasma. Miokarditis akibat infeksi jamur jarang terjadi dan biasanya terjadi pada orang dengan sistem imun tubuh yang lemah.
"
Miokarditis,Penyebab Miokarditis: 5. Obat-obatan,"Penggunaan obat-obatan tanpa anjuran dokter atau penyalahgunaan NAPZA dapat menyebabkan reaksi alergi dan keracunan yang kemudian memicu miokarditis.Â
Jenis obat yang bisa menyebabkan miokarditis antara lain obat kemoterapi; antikejang; dan antibiotik, misalnya golongan sulfonamida dan penisilin. Sementara itu, jenis obat terlarang yang dapat menyebabkan miokarditis adalah kokain.Â
"
Miokarditis,Penyebab Miokarditis: 6. Zat kimia atau radiasi,"Pada beberapa kasus, seseorang dapat terkena miokarditis akibat terpapar radiasi atau zat berbahaya, seperti karbon monoksida.Â
"
Miokarditis,Penyebab Miokarditis: 7. Penyakit autoimun,"Miokarditis juga dapat dipicu oleh penyakit lain, misalnya penyakit autoimun, seperti rheumatoid arthritis dan lupus.
"
Miokarditis,Gejala Miokarditis,"Kebanyakan miokarditis tidak disadari oleh penderitanya karena kondisi ini bisa tidak bergejala atau hanya menimbulkan keluhan ringan. Jika terjadi keluhan, penderita mungkin mengalami gejala-gejala berikut:
- Nyeri dada
- Sesak napas, baik saat beraktivitas maupun ketika beristirahat
- Jantung berdebar atau berdetak tidak beraturan

- Pembengkakan di tungkai atau kaki
- Lemas
- Mudah lelah
- Sakit kepala ringan atau malah berat seperti akan pingsan
Ada kemungkinan juga muncul gejala lain, yang jenisnya tergantung pada penyebab miokarditis itu sendiri. Sebagai contoh, jika miokarditis disebabkan oleh infeksi virus, penderita dapat mengalami demam, nyeri sendi, badan pegal-pegal, atau sakit tenggorokan.
Sementara itu, miokarditis pada anak dan bayi tidak memiliki gejala yang spesifik sehingga diperlukan pemeriksaan langsung oleh dokter. Tanda dan gejala yang umumnya muncul pada anak-anak dan bayi dengan miokarditis adalah:Â
- Lemas
- Hilang nafsu makan
- Batuk
- Sulit bernapas
- Demam
- Kulit pucat
- Lebih rewel daripada biasanya
- Nyeri dada
- Tangan atau kaki yang dinginÂ 
"
Miokarditis,Gejala Miokarditis: Kapan harus ke dokter,"Lakukan pemeriksaan ke dokter jika Anda atau anak Anda mengalami gejala di atas, terutama jika ada keluhan nyeri dada dan sesak napas. Jika gejala memburuk atau tidak membaik dalam beberapa menit, jangan tunda untuk ke IGD rumah sakit terdekat, agar segera mendapat penanganan medis.
"
Miokarditis,Diagnosis Miokarditis,"Diagnosis miokarditis dimulai dengan tanya jawab mengenai kondisi pasien. Dokter akan menanyakan kepada pasien tentang:
- Gejala yang dirasakan dan lama berlangsungnya
- Penyakit yang pernah atau sedang diderita
Selanjutnya, dokter akan melakukan pemeriksaan fisik. Pada pemeriksaan ini, dokter akan mendengarkan bunyi jantung dan pernapasan dengan menggunakan stetoskop, serta melihat apakah ada pembengkakan di tungkai dan kaki pasien.
Dokter juga mungkin akan melakukan beberapa pemeriksaan penunjang berikut untuk memastikan diagnosis dan menentukan penyebab miokarditis:
- Tes darah, untuk mendeteksiÂ  tanda-tanda infeksi atau penyakit autoimun
- Elektrokardiogram (EKG), untuk memeriksa aktivitas listrik jantung

- Foto Rontgen dada, untuk melihat ukuran dan bentuk jantung, serta untuk memeriksa kemungkinan adanya gagal jantung
- Ekokardiografi atau USG jantung, untuk memeriksa fungsi pompa jantung, serta mendeteksi gumpalan darah di dalam jantung, penumpukan cairan di selaput jantung (efusi perikardium), gangguan pada katup jantung, dan pembesaran jantung

- MRI jantung, untuk melihat ada tidaknya peradangan pada otot jantung
- Kateterisasi jantung yang disertai biopsi otot jantung (pemeriksaan dari sampel otot jantung), untuk melihat kondisi jantung
"
Miokarditis,Pengobatan Miokarditis,"Pengobatan miokarditis akan disesuaikan dengan usia, penyebab dan tingkat keparahannya, serta penyakit lain yang menyertai. Metode pengobatan miokarditis dapat berupa:
"
Miokarditis,Pengobatan Miokarditis: Obat-obatan,"Pada miokarditis yang tergolong ringan, pasien akan dianjurkan untuk beristirahat dan mengonsumsi obat-obatan sesuai aturan dokter. Jika peradangan pada otot jantung cukup parah, pasien akan dirawat inap di rumah sakit dan diberikan obat melalui infus.Â
Beberapa jenis obat yang dapat diresepkan untuk mengatasi miokarditis:
- Antibiotik, antijamur, antivirus, atau antiparasit, untuk miokarditis yang disebabkan oleh infeksi
- Kortikosteroid, untuk meredakan peradangan pada otot jantung
- Obat antihipertensi, seperti ACE inhibitors (enalapril, captopril, atau ramipril) atau ARB (losartan dan valsartan), untuk mempermudah kerja jantung dalam memompa darah

- Penghambat beta, contohnya metoprolol, bisoprolol, dan carvedilol, untuk memperlambat detak jantung dan menurunkan tekanan darah

- Diuretik, seperti furosemide, untuk mengurangi penumpukan cairan dalam tubuh
Pada pasien yang telah mengalami komplikasi, seperti aritmia atau gagal jantung, dokter juga akan menyarankan rawat inap. Selain itu, dokter akan memberikan sejumlah obat pengencer darah untuk mengurangi risiko terjadinya penggumpalan darah di jantung.
Selain mengonsumsi obat-obatan, pasien juga disarankan untuk:
- Banyak beristirahat
- Menghindari olahraga dan aktivitas berat, termasuk hubungan seks, setidaknya selama 3â6 bulan
- Membatasi konsumsi garam dan air putih sesuai anjuran dokter
- Tidak mengejan saat buang air besar
- Menggunakan obat pencahar sesuai dengan anjuran dokter jika mengalami sembelitÂ 
Pada kebanyakan kasus, penderita miokarditis dapat pulih total tanpa komplikasi. Penting untuk diketahui bahwa meski jarang terjadi, kondisi ini bisa kambuh kembali. Jika Anda sedang menjalani pengobatan, tanyakan kepada dokter mengenai hal-hal yang perlu diwaspadai melalui konsultasi online lewat chat.
"
Miokarditis,Pengobatan Miokarditis: Prosedur medis dan operasi,"Pada miokarditis yang tergolong berat, pengobatan yang dilakukan dapat berupa:
"
Miokarditis,Pengobatan Miokarditis: 1.Â Ventricular assist devices (VAD),"Ventricular assist devices (VAD) adalah pompa jantung mekanis yang ditanam di dalam tubuh. Alat tersebut berfungsi untuk memompa darah dari bilik jantung ke seluruh tubuh. VAD digunakan pada pasien yang menderita lemah jantung atau gagal jantung.
"
Miokarditis,Pengobatan Miokarditis: 2. Pompa balon intra-aorta (IABP),"Pada metode ini, alat berupa balon khusus ditanam di pembuluh darah arteri utama (aorta). Alat tersebut berfungsi untuk meningkatkan aliran darah dan mengurangi beban kerja jantung.
"
Miokarditis,Pengobatan Miokarditis: 3.Â Extracorporeal membrane oxygenation (ECMO),"ECMO adalah alat yang berfungsi untuk memberikan pasokan oksigen ke dalam tubuh, dan membuang karbon dioksida dari dalam tubuh. Pemasangan ECMO dapat dilakukan pada pasien miokarditis yang sudah mengalami gagal jantung parah, atau pada pasien yang menunggu transplantasi jantung.
"
Miokarditis,Pengobatan Miokarditis: 4. Transplantasi jantung,"Transplantasi jantung adalah prosedur untuk mengganti jantung pasien yang telah rusak parah dengan jantung yang masih sehat dari pendonor. Meski dapat dilakukan untuk mengatasi miokarditis berat, prosedur ini belum banyak tersedia di rumah sakit di Indonesia.
"
Miokarditis,Komplikasi Miokarditis,"Jika tidak segera ditangani, miokarditis bisa menyebabkan kerusakan permanen pada otot jantung. Akibatnya, penderita dapat terkena komplikasi serius, seperti:
- Gangguan irama jantung (aritmia)

- Serangan jantung
- Stroke
- Gagal jantung
- Henti jantung mendadak
- Peradangan pada selaput jantung (perikarditis)Â 
- Perubahan pada struktur otot jantung (kardiomiopati)

"
Miokarditis,Pencegahan Miokarditis,"Sampai saat ini, belum diketahui secara pasti bagaimana cara untuk mencegah miokarditis. Namun, risiko terkena kondisi ini bisa dikurangi dengan melakukan upaya-upaya berikut:
- Selalu menjaga kebersihan diri, makanan, dan tempat tinggalÂ 
- Melakukan vaksinasi sesuai anjuran dokter
- Menghindari kontak dengan orang yang sedang sakit
- Berhubungan seks secara sehat, yaitu dengan memakai kondom dan tidak bergonta-ganti pasangan
- Mengonsumsi obat sesuai aturan pakai dan dosis yang tertera, atau sesuai anjuran dokter
- Menghindari penggunaan obat-obatan terlarang
"
Hipertensi Pulmonal,Pengertian Hipertensi Pulmonal,"Hipertensi pulmonal adalah tekanan darah tinggi yang secara spesifik terjadi pada pembuluh darah arteri di paru-paru dan sisi kanan jantung. Kondisi ini awalnya bisa tidak disadari, kemudian lama-kelamaan makin serius dan dapat berakibat fatal.
Hipertensi pulmonal dapat terjadi pada semua orang, tetapi penyakit ini sering kali menyerang orang yang menderita gangguan di jantung atau paru-paru. Kondisi ini dapat terjadi dengan sendirinya atau disebabkan oleh penyakit lain.

Hipertensi pulmonal berkembang dengan perlahan sehingga gejalanya pun timbul secara bertahap. Penderita dapat tidak mengalami gejala apa pun pada tahap awal, tetapi gejala kemudian akan muncul dan bertambah parah seiring dengan berkembangnya kondisi.
Hipertensi pulmonal umumnya dapat ditandai oleh gejala berikut ini:
- Napas pendek selama beraktivitas
- Kelelahan
- Nyeri dada
- Jantung berdebar
- Nyeri pada bagian kanan atas perut
- Hilang nafsu makan
Hipertensi pulmonal terjadi ketika arteri kecil di paru-paru dan pembuluh kapilernya menyempit, tersumbat, atau rusak. Kondisi ini mengakibatkan darah dari sisi kanan jantung sulit mengalir ke paru-paru. Akibatnya, tekanan pada arteri paru-paru juga meningkat.
Seiring peningkatan tekanan tersebut, bilik kanan jantung harus bekerja lebih keras untuk memompa darah menuju paru-paru. Kondisi ini seiring waktu membuat otot jantung melemah dan dapat memicu beragam komplikasi, yang meliputi:
- Gagal jantung
- Pembesaran jantung
- Aritmia
- Penggumpalan darah
- Perdarahan pada paru-paru
- Komplikasi kehamilan
Hipertensi pulmonal jarang terdiagnosis pada tahap awal dan biasanya baru disadari setelah penyakit tersebut berkembang selama beberapa waktu atau setelah mencapai tahap lanjut. Diagnosa biasanya ditetapkan melalui pemindaian jantung dan paru-paru, serta elektrokardiogram.
Hipertensi pulmonal merupakan penyakit yang belum dapat disembuhkan, sehingga pengobatan akan lebih difokuskan untuk meredakan gejala atau memperlambat perkembangan penyakit.
Penanganan sedini mungkin penting untuk dilakukan agar tidak terjadi komplikasi. Selain itu, penderita juga disarankan untuk mengubah gaya hidup untuk memperbaiki kondisinya.
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal,"Jantung memiliki dua serambi (atrium), yaitu serambi kanan dan serambi kiri, serta dua bilik (ventrikel), yaitu bilik kanan dan bilik kiri. Darah yang mengalir dari dan ke seluruh tubuh mengalir melalui masing-masing serambi dan bilik tersebut.
Bilik kanan jantung berfungsi memompa darah ke paru-paru melalui pembuluh arteri paru (pulmonal). Darah pada bilik kanan adalah darah yang telah mengaliri seluruh tubuh sehingga kaya akan karbondioksida. Darah ini perlu dipompa ke paru-paru agar karbondioksida dapat dikeluarkan dan ditukar dengan oksigen.
Setelah itu, darah yang kaya akan oksigen dari paru-paru akan dialirkan ke bagian kiri jantung dan diedarkan lagi ke seluruh tubuh.
Pada kondisi tubuh yang baik, peredaran darah ini dapat berjalan dengan lancar. Namun, pada hipertensi pulmonal, terjadi perubahan sel pada arteri paru-paru yang membuat dinding arteri menjadi tebal dan kaku. Akibatnya, darah sulit mengalir, terbendung, dan meningkatkan tekanan darah pada arteri pulmonal.
Berdasarkan penyebabnya, hipertensi pulmonal dapat digolongkan menjadi lima jenis, yaitu:
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Hipertensi pulmonal idiopatik,"Belum diketahui apa yang menyebabkan hipertensi arteri pulmonal idiopatik. Namun, ada dugaan kondisi ini terkait dengan beberapa faktor berikut:
- Mutasi gen yang diturunkan
- Penyakit jantung bawaan
- Penyakit jaringan ikat seperti lupus
- Infeksi HIV
- Sirosis
- Obat penekan nafsu makan, seperti metamfetamin

"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Hipertensi pulmonal akibat penyakit jantung bagian kiri,"Hipertensi pulmonal jenis ini disebabkan oleh gangguan di bagian kiri jantung yang juga berpengaruh pada sisi kanan jantung. Contoh dari gangguan ini adalah penyakit katup jantung mitral, serta hipertensi yang sudah berlangsung lama dan menyebabkan penurunan fungsi bilik kiri jantung.
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Hipertensi pulmonal akibat penyakit paru,"Hipertensi pulmonal jenis ini disebabkan oleh penyakit pada paru-paru, seperti:
- Penyakit paru obstruktif kronis
- Penyakit paru interstisial
- Sleep apnea
- Fibrosis paru
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Hipertensi pulmonal akibat penggumpalan darah,"Hipertensi pulmonal jenis ini disebabkan oleh gumpalan darah yang sudah lama menyumbat atau memperlambat aliran darah di arteri di paru-paru.
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Hipertensi pulmonal akibat kondisi lain,"Beberapa kondisi lain yang dapat menyebabkan hipertensi pulmonal adalah:
- Sarkoidosis
- Tumor yang menekan pembuluh arteri paru-paru
- Penyakit ginjal
- Sindrom Eisenmenger
Meski jarang terjadi, hipertensi pulmonal juga dapat dialami oleh bayi baru lahir. Kondisi ini membuat jantung tidak bisa mengalirkan darah sarat oksigen ke seluruh tubuh. Penyakit ini dikenal dengan hipertensi pulmonal persisten pada bayi baru lahir.
"
Hipertensi Pulmonal,Penyebab Hipertensi Pulmonal: Faktor Risiko Hipertensi Pulmonal,"Risiko terkena hipertensi pulmonal lebih dapat meningkat pada orang dengan kondisi berikut:
- Berjenis kelamin wanita
- Berusia 30 tahun ke atas
- Menderita berat badan berlebih
- Memiliki keluarga dengan riwayat hipertensi pulmonal
- Menderita kelainan lahir, seperti penyakit jantung bawaan atau sindrom Down

- Memiliki kondisi medis lain, seperti penyakit hati, penyakit penggumpalan darah, penyakit ginjal kronis, atau penyakit tiroid
- Mengonsumsi obat-obatan penurun berat badan
- Mengonsumsi obat selective serotonin reuptake inhibitors (SSRIs) untuk mengatasi depresi dan gangguan kecemasan
- Memiliki kebiasaan merokok
- Menyalahgunakan NAPZA, seperti kokain
- Terpapar asbes
"
Hipertensi Pulmonal,Gejala Hipertensi Pulmonal,"Pada tahap awal, penderita mungkin tidak menyadari gejala hipertensi pulmonal. Gejala penyakit ini biasanya mulai terlihat dan bertambah buruk seiring dengan perkembangan penyakit.
Beberapa gejala awal hipertensi pulmonal yang mungkin muncul adalah:
- Napas yang pendek atau terputus-putus
- Nyeri atau rasa tertekan di dada
- Nyeri di perut bagian kanan atas
- Jantung berdebar
- Lemas
- Suara serak
- Hilang nafsu makan
Sedangkan gejala yang muncul saat kondisi telah bertambah parah meliputi:
- Pembengkakan di area tungkai dan perut
- Pusing saat sedang berolahraga
- Warna bibir atau kulit yang kebiruan
- Batuk kering atau batuk berdarah
- Pingsan
Keluhan tersebut dapat memburuk saat sedang beraktivitas sehingga penderita akan mengalami keterbatasan dalam melakukan aktivitas fisik.
Tingkat keparahan hipertensi pulmonal dapat digolongkan berdasarkan gejala yang dimiliki. Berikut ini adalah penjelasannya:
- Tingkat 1: penderita tidak mengalami gejala dan masih dapat beraktivitas secara normal
- Tingkat 2: penderita tidak mengalami gejala saat beristirahat, tetapi mengalami kelelahan, napas yang tersengal-sengal, atau nyeri dada saat beraktivitas
- Tingkat 3: penderita mengalami gejala ringan yang tidak begitu mengganggu saat beristirahat, tetapi gejala akan bertambah parah saat melakukan aktivitas fisik
- Tingkat 4: penderita mengalami gejala, baik saat melakukan aktivitas fisik maupun saat beristirahat
"
Hipertensi Pulmonal,Gejala Hipertensi Pulmonal: Kapan harus ke dokter,"Periksakan diri Anda ke dokter jika mengalami gejala seperti yang telah disebutkan di atas. Gejala hipertensi pulmonal dapat menyerupai gejala dari kondisi lain. Oleh sebab itu, diperlukan pemeriksaan untuk memastikan kondisi yang dialami.
Diagnosis hipertensi pulmonal sebaiknya diketahui sedini mungkin, bahkan sebelum gejala muncul. Dengan begitu, potensi kesembuhan meningkat dan risiko terjadinya komplikasi dapat dicegah. Oleh karena itu, jika Anda memiliki faktor risiko hipertensi pulmonal, disarankan untuk melakukan pemeriksaan ke dokter secara rutin.
Segera cari pertolongan medis jika Anda mengalami gejala yang serius, seperti:
- Nyeri atau rasa tidak nyaman di dada yang disertai dengan sesak napas, berkeringat, mual, dan kelelahan
- Denyut jantung yang sangat cepat hingga lebih dari 120â150 per menit, terutama jika disertai dengan sesak napas
- Sesak napas yang tidak dapat diredakan dengan beristirahat
- Lemah atau lumpuh di lengan dan tungkai yang terjadi tanpa sebab yang jelas
- Sakit kepala berat yang muncul secara tiba-tiba
"
Hipertensi Pulmonal,Diagnosis Hipertensi Pulmonal,"Dokter akan bertanya mengenai gejala yang dialami, riwayat kesehatan pasien dan keluarga, serta obat-obatan yang sedang dikonsumsi. Dokter juga akan melakukan pemeriksaan fisik secara menyeluruh, termasuk mendengarkan suara jantung dan paru-paru melalui stetoskop, serta memeriksa pembengkakan di tungkai dan pergelangan kaki.
Guna memastikan diagnosis, beberapa pemeriksaan penunjang juga perlu dilakukan. Karena gejala hipertensi pulmonal mirip dengan beberapa penyakit jantung, dokter akan mengawali dengan pemeriksaan jantung, di antaranya:
"
Hipertensi Pulmonal,Pengobatan Hipertensi Pulmonal,"Hipertensi pulmonal merupakan penyakit yang belum dapat disembuhkan. Pengobatan hanya bertujuan untuk meredakan gejala dan menghambat perkembangan penyakit. Jika didiagnosis dan ditangani sejak dini, kerusakan arteri pulmonal secara permanen dapat dicegah.
Pengobatan hipertensi pulmonal dapat dilakukan dengan menangani kondisi itu sendiri, atau mengatasi penyebab yang mendasarinya. Beberapa metode pengobatan yang dapat dilakukan meliputi:
"
Hipertensi Pulmonal,Pengobatan Hipertensi Pulmonal: Obat-obatan,"Salah satu pilihan pengobatan yang dapat dilakukan pada pasien hipertensi pulmonal adalah pemberian obat. Jenis obat yang bisa diberikan antara lain:
- Sildenafil atau tadalafil
Sildenafil dan tadalafil berfungsi membuka pembuluh darah paru-paru agar darah dapat mengalir dengan lebih mudah.
- Antagonis kalsium
Obat ini berfungsi melemaskan otot pembuluh darah, tetapi hanya ampuh pada sebagian penderita hipertensi pulmonal. Beberapa obat yang termasuk ke dalam golongan ini adalah nifedipine, diltiazem, dan amlodipine.
- Antikoagulan
Antikoagulan, seperti warfarin, merupakan obat pengencer darah yang berfungsi menghambat terbentuknya gumpalan darah di arteri paru-paru. Meski obat ini sering digunakan, penggunaannya perlu dievaluasi secara rutin karena dapat meningkatkan risiko terjadinya perdarahan.
- Diuretik
Diuretik adalah obat yang berfungsi mengurangi cairan di dalam tubuh sehingga kerja jantung menjadi lebih ringan. Obat ini juga dapat mengurangi penumpukan cairan di paru-paru, tungkai, dan perut pada pasien yang sudah mengalami komplikasi gagal jantung.
- Digoxin
Digoxin adalah obat yang berfungsi membantu jantung berdenyut lebih kuat agar dapat memompa lebih banyak darah. Obat ini juga dapat mengendalikan denyut jantung menjadi lebih teratur.
- Vasodilator
Vasodilator digunakan untuk melemaskan dan membuka pembuluh darah yang menyempit di paru-paru. Dengan begitu, darah dapat mengalir lebih baik. Contoh obat dari golongan ini antara lain epoprostenol, beraprost, dan iloprost.
"
Hipertensi Pulmonal,Pengobatan Hipertensi Pulmonal: Terapi oksigen,"Dokter dapat memberikan suplemen oksigen pada pasien hipertensi pulmonal yang hidup di dataran tinggi atau mengalami sleep apnea.
"
